Word	Tag               
battled	O              
Islamist	O             
forces	O               
in	O                   
March	B+AC0-tim            
and	I+AC0-tim              
April	I+AC0-tim            
	                      
killing	O              
more	O                 
than	O                 
+ACI-1	CD                  
people	O               
.	O                    
Somalia	B+AC0-geo          
has	O                  
been	O                 
without	O              
an	O                   
effective	O            
government	O           
since	O                
1991	B+AC0-tim             
	                      
when	O                 
warlords	O             
overthrew	O            
dictator	O             
Mohamed	B+AC0-per          
Siad	I+AC0-per             
Barre	I+AC0-per            
and	O                  
then	O                 
turned	O               
against	O              
each	O                 
other	O                
.	O                    
Ethiopian	B+AC0-gpe        
Foreign	B+AC0-per          
Minister	I+AC0-per         
Seyoum	I+AC0-per           
Mesfin	I+AC0-per           
visited	O              
Somalia	B+AC0-geo          
Saturday	B+AC0-tim         
to	O                   
discuss	O              
the	O                  
security	O             
situation	O            
with	O                 
government	O           
officials	O            
.	O                    
Officials	O            
in	O                   
the	O                  
Somali	B+AC0-gpe           
capital	O              
of	O                   
Mogadishu	B+AC0-geo        
say	O                  
a	O                    
bomb	O                 
explosion	O            
near	O                 
the	O                  
mayor	O                
's	O                   
convoy	O               
Sunday	B+AC0-tim           
has	O                  
killed	O               
two	O                  
people	O               
and	O                  
wounded	O              
several	O              
others	O               
.	O                    
Mogadishu	B+AC0-gpe        
mayor	B+AC0-per            
Mohammed	I+AC0-per         
Dheere	I+AC0-per           
and	O                  
his	O                  
convoy	O               
escaped	O              
unharmed	O             
.	O                    
He	O                   
says	O                 
security	O             
forces	O               
killed	O               
the	O                  
suspected	O            
bomber	O               
as	O                   
he	O                   
tried	O                
to	O                   
flee	O                 
.	O                    
Dheere	B+AC0-per           
told	O                 
reporters	O            
his	O                  
convoy	O               
was	O                  
traveling	O            
on	O                   
a	O                    
road	O                 
north	O                
of	O                   
the	O                  
city	O                 
when	O                 
the	O                  
explosion	O            
occurred	O             
.	O                    
It	O                   
is	O                   
unclear	O              
whether	O              
the	O                  
device	O               
was	O                  
a	O                    
remote+AC0-controlled	O    
bomb	O                 
or	O                   
a	O                    
grenade	O              
.	O                    
The	O                  
mayor	O                
blames	O               
remnants	O             
of	O                   
the	O                  
Islamic	O              
courts	O               
movement	O             
for	O                  
the	O                  
attack	O               
.	O                    
Last	O                 
Thursday	B+AC0-tim         
	                      
the	O                  
convoy	O               
of	O                   
Interim	B+AC0-per          
Prime	I+AC0-per            
Minister	I+AC0-per         
Ali	I+AC0-per              
Mohamed	I+AC0-per          
Gedi	I+AC0-per             
was	O                  
also	O                 
attacked	O             
while	O                
traveling	O            
in	O                   
Mogadishu	B+AC0-geo        
.	O                    
No	O                   
injuries	O             
or	O                   
deaths	O               
were	O                 
reported	O             
in	O                   
that	O                 
incident	O             
.	O                    
The	O                  
owner	O                
of	O                   
a	O                    
Venezuelan	B+AC0-gpe       
pro+AC0-opposition	O       
television	O           
channel	O              
has	O                  
told	O                 
U.S.	B+AC0-geo             
media	O                
that	O                 
he	O                   
has	O                  
asked	O                
for	O                  
political	O            
asylum	O               
in	O                   
the	O                  
United	B+AC0-geo           
States	I+AC0-geo           
.	O                    
Globovision	B+AC0-org      
president	O            
Guillermo	B+AC0-per        
Zuloaga	I+AC0-per          
made	O                 
the	O                  
comment	O              
Wednesday	B+AC0-tim        
in	O                   
an	O                   
interview	O            
with	O                 
CNN	B+AC0-org              
's	O                   
Spanish	B+AC0-gpe          
language	O             
channel	O              
.	O                    
Zuloaga	B+AC0-per          
fled	O                 
to	O                   
the	O                  
U.S.	B+AC0-geo             
in	O                   
June	B+AC0-tim             
after	O                
the	O                  
government	O           
in	O                   
Caracas	B+AC0-geo          
issued	O               
a	O                    
warrant	O              
for	O                  
his	O                  
arrest	O               
based	O                
on	O                   
fraud	O                
charges	O              
relating	O             
to	O                   
another	O              
business	O             
	                      
an	O                   
auto	O                 
dealership	O           
.	O                    
Zuloaga	B+AC0-per          
denied	O               
the	O                  
charges	O              
and	O                  
said	O                 
Venezuelan	B+AC0-gpe       
President	B+AC0-per        
Hugo	I+AC0-per             
Chavez	I+AC0-per           
ordered	O              
his	O                  
arrest	O               
on	O                   
trumped+AC0-up	O           
charges	O              
.	O                    
Zuloaga	B+AC0-per          
has	O                  
also	O                 
denied	O               
allegations	O          
of	O                   
involvement	O          
in	O                   
a	O                    
+ACQ-	O                    
100+AC0-million	O          
scheme	O               
to	O                   
assassinate	O          
the	O                  
Venezuelan	B+AC0-gpe       
president	O            
.	O                    
Mr.	B+AC0-per              
Chavez	I+AC0-per           
has	O                  
waged	O                
a	O                    
long+AC0-running	O         
campaign	O             
against	O              
Globovision	B+AC0-org      
.	O                    
The	O                  
Inter+AC0-American	B+AC0-org   
Commission	I+AC0-org       
on	O                   
Human	B+AC0-org            
Rights	I+AC0-org           
said	O                 
earlier	O              
this	O                 
year	O                 
that	O                 
it	O                   
is	O                   
concerned	O            
about	O                
the	O                  
use	O                  
of	O                   
the	O                  
punitive	O             
power	O                
of	O                   
the	O                  
state	O                
to	O                   
silence	O              
opponents	O            
in	O                   
Venezuela	B+AC0-geo        
.	O                    
The	O                  
British	B+AC0-org          
Broadcasting	I+AC0-org     
Corporation	I+AC0-org      
(	O                    
BBC	B+AC0-org              
)	O                    
says	O                 
unidentified	O         
gunmen	O               
shot	O                 
and	O                  
wounded	O              
one	O                  
of	O                   
its	O                  
journalists	O          
in	O                   
the	O                  
Somali	B+AC0-gpe           
capital	O              
	                      
Mogadishu	B+AC0-geo        
.	O                    
The	O                  
broadcaster	O          
says	O                 
Kate	B+AC0-per             
Peyton	I+AC0-per           
was	O                  
rushed	O               
to	O                   
a	O                    
local	O                
hospital	O             
after	O                
the	O                  
attack	O               
and	O                  
underwent	O            
surgery	O              
.	O                    
Hospital	O             
officials	O            
say	O                  
she	O                  
is	O                   
in	O                   
stable	O               
condition	O            
.	O                    
Witnesses	O            
say	O                  
the	O                  
attackers	O            
opened	O               
fire	O                 
on	O                   
Ms.	B+AC0-per              
Peyton	I+AC0-per           
outside	O              
her	O                  
hotel	O                
(	O                    
Sahafi	B+AC0-org           
Hotel	I+AC0-org            
)	O                    
and	O                  
fled	O                 
the	O                  
scene	O                
in	O                   
a	O                    
vehicle	O              
.	O                    
A	O                    
colleague	O            
working	O              
with	O                 
her	O                  
was	O                  
unhurt	O               
in	O                   
the	O                  
attack	O               
.	O                    
Ms.	B+AC0-per              
Peyton	I+AC0-per           
had	O                  
traveled	O             
from	O                 
her	O                  
home	O                 
in	O                   
South	B+AC0-geo            
Africa	I+AC0-geo           
this	O                 
week	O                 
to	O                   
report	O               
on	O                   
a	O                    
visit	O                
by	O                   
Somalia	B+AC0-geo          
's	O                   
new	O                  
government	O           
to	O                   
Mogadishu	B+AC0-geo        
.	O                    
Somali	B+AC0-gpe           
officials	O            
are	O                  
readying	O             
plans	O                
to	O                   
move	O                 
the	O                  
new	O                  
government	O           
from	O                 
its	O                  
current	O              
base	O                 
in	O                   
Kenya	B+AC0-geo            
later	B+AC0-tim            
this	O                 
month	O                
.	O                    
Somalia	B+AC0-gpe          
has	O                  
been	O                 
without	O              
a	O                    
central	O              
government	O           
for	O                  
14	B+AC0-tim               
years	O                
	                      
having	O               
been	O                 
ruled	O                
by	O                   
warring	O              
factional	O            
leaders	O              
.	O                    
An	O                   
Indian	B+AC0-gpe           
diplomat	O             
has	O                  
been	O                 
formally	O             
charged	O              
with	O                 
spying	O               
for	O                  
India	B+AC0-geo            
's	O                   
longtime	O             
rival	O                
Pakistan	B+AC0-geo         
.	O                    
Officials	O            
say	O                  
Madhuri	B+AC0-per          
Gupta	I+AC0-per            
was	O                  
charged	O              
Tuesday	B+AC0-tim          
under	O                
the	O                  
Official	B+AC0-org         
Secrets	I+AC0-org          
Act	I+AC0-org              
.	O                    
She	O                  
is	O                   
alleged	O              
to	O                   
have	O                 
passed	O               
classified	O           
information	O          
to	O                   
Pakistan	B+AC0-geo         
's	O                   
intelligence	O         
agency	O               
.	O                    
The	O                  
53+AC0-year+AC0-old	O          
junior	O               
diplomat	O             
worked	O               
at	O                   
the	O                  
press	O                
and	O                  
information	O          
wing	O                 
of	O                   
the	O                  
Indian	B+AC0-gpe           
embassy	O              
in	O                   
Islamabad	B+AC0-geo        
for	O                  
three	B+AC0-tim            
years	O                
.	O                    
Gupta	B+AC0-per            
was	O                  
taken	O                
into	O                 
custody	O              
in	O                   
April	B+AC0-tim            
after	O                
being	O                
called	O               
back	O                 
to	O                   
New	B+AC0-geo              
Delhi	I+AC0-geo            
on	O                   
the	O                  
pretext	O              
of	O                   
consultations	O        
.	O                    
Tensions	O             
run	O                  
deep	O                 
between	O              
India	B+AC0-geo            
and	O                  
Pakistan	B+AC0-geo         
	                      
whose	O                
dispute	O              
over	O                 
Kashmir	B+AC0-geo          
has	O                  
led	O                  
to	O                   
decades	O              
of	O                   
hostility	O            
and	O                  
triggered	O            
three	O                
wars	O                 
.	O                    
China	B+AC0-org            
's	O                   
central	O              
government	O           
has	O                  
formally	O             
launched	O             
its	O                  
official	O             
Web	O                  
site	O                 
.	O                    
The	O                  
www.gov.cn	B+AC0-geo       
site	O                 
serves	O               
as	O                   
a	O                    
platform	O             
for	O                  
the	O                  
central	O              
and	O                  
regional	O             
governments	O          
to	O                   
release	O              
information	O          
and	O                  
provide	O              
some	O                 
online	O               
services	O             
.	O                    
There	O                
is	O                   
also	O                 
an	O                   
English+AC0-language	O     
section	O              
with	O                 
information	O          
on	O                   
recent	O               
government	O           
news	O                 
	                      
biographies	O          
of	O                   
officials	O            
and	O                  
information	O          
for	O                  
travelers	O            
to	O                   
the	O                  
country	O              
.	O                    
China	B+AC0-geo            
's	O                   
official	O             
Xinhua	B+AC0-org           
news	O                 
agency	O               
quotes	O               
the	O                  
Web	O                  
site	O                 
's	O                   
editor+AC0-in+AC0-chief	O      
as	O                   
saying	O               
the	O                  
site	O                 
works	O                
to	O                   
increase	O             
government	O           
transparency	O         
and	O                  
prevent	O              
+ACIAIgAiACI-	O                 
miscommunication	O     
+ACIAIgAiACI-	O                 
between	O              
the	O                  
government	O           
and	O                  
the	O                  
people	O               
.	O                    
China	B+AC0-org            
's	O                   
central	O              
government	O           
has	O                  
come	O                 
under	O                
criticism	O            
in	O                   
recent	O               
months	O               
for	O                  
moves	O                
that	O                 
tighten	O              
control	O              
over	O                 
the	O                  
Internet	O             
.	O                    
New	O                  
regulations	O          
forbid	O               
Internet	O             
news	O                 
sites	O                
from	O                 
publishing	O           
information	O          
that	O                 
goes	O                 
against	O              
what	O                 
the	O                  
government	O           
calls	O                
China	B+AC0-geo            
's	O                   
security	O             
and	O                  
public	O               
interest	O             
.	O                    
A	O                    
double	O               
suicide	O              
attack	O               
on	O                   
a	O                    
Pakistani	B+AC0-gpe        
military	O             
checkpoint	O           
near	O                 
Quetta	B+AC0-geo           
has	O                  
killed	O               
at	O                   
least	O                
11	O                   
people	O               
and	O                  
wounded	O              
several	O              
others	O               
.	O                    
Officials	O            
say	O                  
the	O                  
first	O                
bomber	O               
detonated	O            
explosives	O           
Thursday	B+AC0-tim         
near	O                 
a	O                    
line	O                 
of	O                   
vehicles	O             
waiting	O              
at	O                   
the	O                  
checkpoint	O           
in	O                   
southwestern	O         
Baluchistan	B+AC0-geo      
province	O             
.	O                    
As	O                   
people	O               
gathered	O             
near	O                 
the	O                  
wreckage	O             
	                      
a	O                    
second	O               
suicide	O              
bomber	O               
triggered	O            
another	O              
explosion	O            
.	O                    
Among	O                
the	O                  
dead	O                 
are	O                  
five	O                 
Pakistani	B+AC0-gpe        
soldiers	O             
.	O                    
Baluchistan	B+AC0-geo      
province	O             
experiences	O          
regular	O              
bombing	O              
and	O                  
shooting	O             
attacks	O              
	                      
usually	O              
blamed	O               
on	O                   
Baluch	B+AC0-org           
nationalists	O         
battling	O             
the	O                  
central	O              
government	O           
for	O                  
more	O                 
autonomy	O             
and	O                  
a	O                    
larger	O               
share	O                
of	O                   
the	O                  
region	O               
's	O                   
oil	O                  
and	O                  
natural	O              
gas	O                  
reserves	O             
.	O                    
But	O                  
suicide	O              
attacks	O              
are	O                  
more	O                 
commonly	O             
carried	O              
out	O                  
by	O                   
pro+AC0-Taliban	O          
Islamic	O              
extremist	O            
groups	O               
	                      
based	O                
north	O                
of	O                   
Baluchistan	B+AC0-geo      
in	O                   
Pakistan	B+AC0-geo         
's	O                   
tribal	O               
regions	O              
.	O                    
Afghan	B+AC0-gpe           
police	O               
say	O                  
U.S.+AC0-led	O             
forces	O               
have	O                 
wounded	O              
at	O                   
least	O                
six	O                  
civilians	O            
in	O                   
two	O                  
separate	O             
incidents	O            
involving	O            
cars	O                 
that	O                 
ignored	O              
orders	O               
to	O                   
stop	O                 
.	O                    
Authorities	O          
in	O                   
eastern	O              
Khost	B+AC0-geo            
province	O             
say	O                  
that	O                 
	                      
in	O                   
the	O                  
first	O                
incident	O             
late	O                 
Monday	B+AC0-tim           
	                      
a	O                    
newborn	O              
baby	O                 
	                      
her	O                  
mother	O               
and	O                  
two	O                  
other	O                
women	O                
were	O                 
hurt	O                 
when	O                 
soldiers	O             
opened	O               
fire	O                 
at	O                   
their	O                
car	O                  
after	O                
the	O                  
driver	O               
failed	O               
to	O                   
stop	O                 
.	O                    
Hours	O                
later	O                
	                      
in	O                   
the	O                  
same	O                 
province	O             
	                      
a	O                    
driver	O               
of	O                   
a	O                    
truck	O                
and	O                  
a	O                    
six+AC0-year+AC0-old	O         
boy	O                  
were	O                 
injured	O              
in	O                   
a	O                    
similar	O              
incident	O             
.	O                    
Meanwhile	O            
	                      
the	O                  
U.S.	B+AC0-geo             
military	O             
in	O                   
Afghanistan	B+AC0-geo      
says	O                 
Afghan	B+AC0-gpe           
and	O                  
coalition	O            
troops	O               
killed	O               
five	O                 
suspected	O            
Taleban	B+AC0-org          
insurgents	O           
Monday	B+AC0-tim           
in	O                   
northeastern	O         
Kunar	B+AC0-geo            
province	O             
	                      
where	O                
they	O                 
launched	O             
a	O                    
major	O                
offensive	O            
last	O                 
week	O                 
.	O                    
Some	O                 
+ACI-2	CD                  
troops	O               
are	O                  
participating	O        
in	O                   
+ACIAIgAiACI-	O                 
Operation	O            
Mountain	O             
Lion	B+AC0-per             
+ACIAIgAiACI-	I+AC0-per             
aimed	O                
at	O                   
disrupting	O           
insurgent	O            
activities	O           
by	O                   
killing	O              
	                      
incapacitating	O       
or	O                   
capturing	O            
terrorists	O           
operating	O            
in	O                   
the	O                  
region	O               
.	O                    
The	O                  
Air	B+AC0-org              
Transport	I+AC0-org        
Association	I+AC0-org      
predicts	O             
fewer	O                
domestic	O             
airline	O              
passengers	O           
in	O                   
the	O                  
U.S.	B+AC0-geo             
this	O                 
summer	B+AC0-tim           
	                      
between	B+AC0-tim          
June	I+AC0-tim             
1	I+AC0-tim                
and	I+AC0-tim              
August	I+AC0-tim           
31	I+AC0-tim               
.	O                    
The	O                  
airline	O              
trade	O                
group	O                
says	O                 
higher	O               
fuel	O                 
prices	O               
and	O                  
a	O                    
weak	O                 
economy	O              
have	O                 
reduced	O              
airline	O              
carrying	O             
capacity	O             
which	O                
has	O                  
led	O                  
to	O                   
higher	O               
ticket	O               
prices	O               
.	O                    
Those	O                
factors	O              
could	O                
have	O                 
an	O                   
impact	O               
on	O                   
the	O                  
number	O               
of	O                   
passengers	O           
planning	O             
to	O                   
travel	O               
in	O                   
the	O                  
U.S.	B+AC0-geo             
during	O               
the	O                  
traditionally	O        
busy	O                 
summer	O               
vacation	O             
months	O               
.	O                    
VOA	B+AC0-org              
's	O                   
Mil	B+AC0-per              
Arcega	I+AC0-per           
reports	O              
.	O                    
Energy	O               
ministers	O            
of	O                   
Russia	B+AC0-geo           
and	O                  
Ukraine	B+AC0-geo          
have	O                 
adjourned	O            
until	O                
Thursday	B+AC0-tim         
their	O                
talks	O                
in	O                   
Moscow	B+AC0-geo           
on	O                   
a	O                    
huge	O                 
price	O                
hike	O                 
sought	O               
for	O                  
deliveries	O           
by	O                   
Russia	B+AC0-geo           
's	O                   
state+AC0-run	O            
natural	O              
gas	O                  
company	O              
	                      
Gazprom	B+AC0-org          
.	O                    
Ukrainian	B+AC0-gpe        
Fuel	O                 
and	O                  
Energy	B+AC0-per           
Minister	I+AC0-per         
Ivan	I+AC0-per             
Plachkov	I+AC0-per         
and	O                  
his	O                  
Russian	B+AC0-gpe          
counterpart	O          
	                      
Viktor	B+AC0-per           
Khristenko	I+AC0-per       
met	O                  
late	O                 
Wednesday	B+AC0-tim        
and	O                  
agreed	O               
to	O                   
continue	O             
discussions	O          
.	O                    
After	O                
the	O                  
meeting	O              
Mr.	B+AC0-per              
Plachkov	I+AC0-per         
said	O                 
he	O                   
believes	O             
a	O                    
compromise	O           
is	O                   
possible	O             
.	O                    
The	O                  
Gazprom	B+AC0-org          
is	O                   
threatening	O          
to	O                   
cut	O                  
natural	O              
gas	O                  
supplies	O             
to	O                   
Ukraine	B+AC0-geo          
on	O                   
January	B+AC0-tim          
1	I+AC0-tim                
if	O                   
no	O                   
deal	O                 
is	O                   
reached	O              
.	O                    
Ukraine	B+AC0-org          
's	O                   
Prime	B+AC0-per            
Minister	I+AC0-per         
Yuriy	I+AC0-per            
Yekhanurov	I+AC0-per       
has	O                  
rejected	O             
Gazprom	B+AC0-org          
's	O                   
plans	O                
to	O                   
more	O                 
than	O                 
quadruple	O            
natural	O              
gas	O                  
prices	O               
	                      
calling	O              
it	O                   
an	O                   
unacceptable	O         
move	O                 
aimed	O                
at	O                   
putting	O              
direct	O               
economic	O             
pressure	O             
on	O                   
Ukraine	B+AC0-geo          
.	O                    
Mr.	B+AC0-per              
Yekhanurov	I+AC0-per       
told	O                 
officials	O            
in	O                   
Kiev	B+AC0-geo             
his	O                  
country	O              
will	O                 
take	O                 
all	O                  
necessary	O            
legal	O                
steps	O                
if	O                   
the	O                  
dispute	O              
is	O                   
not	O                  
resolved	O             
.	O                    
Nepal	B+AC0-gpe            
's	B+AC0-org               
Supreme	I+AC0-org          
Court	I+AC0-org            
has	O                  
issued	O               
a	O                    
stay+AC0-order	O           
to	O                   
temporarily	O          
halt	O                 
the	O                  
closure	O              
of	O                   
a	O                    
private	O              
radio	O                
station	O              
that	O                 
defied	O               
a	O                    
ban	O                  
on	O                   
broadcasting	O         
news	O                 
.	O                    
Judge	B+AC0-per            
Anup	I+AC0-per             
Raj	I+AC0-per              
Sharma	I+AC0-per           
issued	O               
an	O                   
interim	O              
order	O                
on	O                   
Wednesday	B+AC0-tim        
requiring	O            
Nepal	B+AC0-gpe            
's	B+AC0-org               
royalist	O             
government	O           
to	O                   
immediately	O          
suspend	O              
the	O                  
closure	O              
of	O                   
Nepal	B+AC0-gpe            
FM	B+AC0-org               
radio	O                
station	O              
.	O                    
Mr.	B+AC0-per              
Sharma	I+AC0-per           
also	O                 
questioned	O           
the	O                  
grounds	O              
on	O                   
which	O                
the	O                  
government	O           
closed	O               
down	O                 
the	O                  
station	O              
.	O                    
Now	O                  
the	O                  
station	O              
will	O                 
continue	O             
operating	O            
until	O                
a	O                    
final	O                
ruling	O               
by	O                   
the	O                  
Supreme	B+AC0-org          
Court	I+AC0-org            
determines	O           
its	O                  
future	O               
.	O                    
The	B+AC0-org              
Ministry	I+AC0-org         
of	I+AC0-org               
Information	I+AC0-org      
and	I+AC0-org              
Communication	I+AC0-org    
issued	O               
a	O                    
letter	O               
requesting	O           
the	O                  
station	O              
be	O                   
shut	O                 
down	O                 
because	O              
it	O                   
defied	O               
a	O                    
ban	O                  
imposed	O              
by	O                   
King	B+AC0-org             
Gyanendra	I+AC0-org        
.	O                    
Nepal	B+AC0-gpe            
FM	B+AC0-org               
aired	O                
programs	O             
that	O                 
included	O             
weather	O              
forecasts	O            
	                      
information	O          
on	O                   
cultural	O             
events	O               
and	O                  
government	O           
announcements	O        
.	O                    
Afghan	B+AC0-gpe           
police	O               
say	O                  
a	O                    
suicide	O              
bomber	O               
has	O                  
killed	O               
at	O                   
least	O                
three	O                
people	O               
in	O                   
the	O                  
south	O                
of	O                   
the	O                  
country	O              
.	O                    
Local	O                
police	O               
chief	O                
Jawid	B+AC0-per            
Ahmad	I+AC0-per            
said	O                 
the	O                  
bomber	O               
was	O                  
also	O                 
killed	O               
Saturday	B+AC0-tim         
when	O                 
he	O                   
detonated	O            
his	O                  
explosives	O           
while	O                
riding	O               
his	O                  
motorcycle	O           
in	O                   
the	O                  
border	O               
town	O                 
of	O                   
Spin	B+AC0-geo             
Boldak	I+AC0-geo           
in	O                   
Kandahar	B+AC0-geo         
province	O             
.	O                    
Eight	O                
people	O               
	                      
including	O            
women	O                
and	O                  
children	O             
	                      
were	O                 
wounded	O              
in	O                   
the	O                  
attack	O               
.	O                    
Spin	B+AC0-geo             
Boldak	I+AC0-geo           
is	O                   
a	O                    
major	O                
crossing	O             
point	O                
between	O              
Afghanistan	B+AC0-geo      
and	O                  
Pakistan	B+AC0-geo         
.	O                    
Wednesday	B+AC0-tim        
	                      
a	O                    
suicide	O              
bomber	O               
killed	O               
at	O                   
least	O                
five	O                 
security	O             
guards	O               
escorting	O            
a	O                    
NATO	B+AC0-org             
convoy	O               
in	O                   
a	O                    
similar	O              
attack	O               
in	O                   
the	O                  
area	O                 
.	O                    
Syria	B+AC0-geo            
's	O                   
ambassador	O           
to	O                   
the	O                  
United	B+AC0-geo           
States	I+AC0-geo           
says	O                 
his	O                  
government	O           
will	O                 
fully	O                
withdraw	O             
from	O                 
Lebanon	B+AC0-geo          
as	O                   
soon	O                 
as	O                   
possible	O             
	                      
perhaps	O              
in	O                   
less	O                 
than	O                 
two	B+AC0-tim              
months	O               
.	O                    
Speaking	O             
at	O                   
Georgetown	B+AC0-org       
University	I+AC0-org       
in	O                   
Washington	B+AC0-geo       
	                      
Wednesday	B+AC0-tim        
Ambassador	O           
Imad	B+AC0-per             
Moustapha	I+AC0-per        
said	O                 
the	O                  
timing	O               
of	O                   
the	O                  
withdrawal	O           
will	O                 
be	O                   
determined	O           
by	O                   
Syrian	B+AC0-gpe           
and	O                  
Lebanese	B+AC0-gpe         
military	O             
officials	O            
	                      
who	O                  
are	O                  
set	O                  
to	O                   
meet	O                 
next	O                 
week	O                 
.	O                    
Earlier	O              
	                      
U.N.	B+AC0-org             
Secretary+AC0-General	I+AC0-org
Kofi	B+AC0-per             
Annan	I+AC0-per            
said	O                 
Syrian	B+AC0-gpe           
President	B+AC0-per        
Bashar	I+AC0-per           
al+AC0-Assad	I+AC0-per         
had	O                  
agreed	O               
to	O                   
present	O              
by	O                   
early	O                
next	O                 
month	O                
a	O                    
firm	O                 
timetable	O            
for	O                  
the	O                  
pullout	O              
.	O                    
Mr.	B+AC0-per              
Annan	I+AC0-per            
also	O                 
said	O                 
he	O                   
will	O                 
soon	O                 
release	O              
the	O                  
findings	O             
of	O                   
the	O                  
U.N.	B+AC0-org             
investigation	O        
into	O                 
the	O                  
February	B+AC0-tim         
assassination	O        
of	O                   
former	O               
Lebanese	B+AC0-gpe         
Prime	B+AC0-per            
Minister	O             
Rafik	B+AC0-per            
Hariri	I+AC0-per           
.	O                    
But	O                  
he	O                   
added	O                
that	O                 
a	O                    
second	O               
probe	O                
may	O                  
be	O                   
needed	O               
.	O                    
Mr.	B+AC0-per              
Annan	I+AC0-per            
spoke	O                
after	O                
news	O                 
reports	O              
said	O                 
early	O                
findings	O             
show	O                 
signs	O                
of	O                   
negligence	O           
and	O                  
possible	O             
evidence	O             
tampering	O            
by	O                   
Lebanese	B+AC0-gpe         
authorities	O          
.	O                    
Two	O                  
Egyptian	B+AC0-gpe         
children	O             
have	O                 
tested	O               
positive	O             
for	O                  
bird	O                 
flu	O                  
	                      
bringing	O             
the	O                  
total	O                
number	O               
infected	O             
in	O                   
the	O                  
country	O              
to	O                   
29	O                   
.	O                    
The	O                  
health	O               
ministry	O             
said	O                 
Tuesday	B+AC0-tim          
	                      
the	O                  
two	O                  
children	O             
are	O                  
from	O                 
different	O            
areas	O                
south	O                
of	O                   
Cairo	B+AC0-geo            
.	O                    
They	O                 
were	O                 
taken	O                
to	O                   
the	O                  
hospital	O             
and	O                  
both	O                 
are	O                  
in	O                   
stable	O               
condition	O            
.	O                    
Sunday	B+AC0-tim           
	                      
a	O                    
three+AC0-year+AC0-old	O       
girl	O                 
from	O                 
the	O                  
southern	O             
town	O                 
of	O                   
Aswan	B+AC0-geo            
tested	O               
positive	O             
for	O                  
the	O                  
potentially	O          
deadly	O               
H5N1	O                 
strain	O               
of	O                   
bird	O                 
flu	O                  
.	O                    
The	O                  
girl	O                 
's	O                   
condition	O            
is	O                   
improving	O            
.	O                    
Egypt	B+AC0-org            
has	O                  
the	O                  
largest	O              
number	O               
of	O                   
human	O                
cases	O                
of	O                   
bird	O                 
flu	O                  
outside	O              
Asia	B+AC0-geo             
.	O                    
At	O                   
least	O                
13	O                   
people	O               
have	O                 
died	O                 
since	O                
the	O                  
first	O                
confirmed	O            
case	O                 
in	O                   
the	O                  
country	O              
about	O                
a	O                    
year	O                 
ago	O                  
.	O                    
Thousands	O            
of	O                   
people	O               
in	O                   
the	O                  
Haitian	B+AC0-gpe          
capital	O              
have	O                 
demonstrated	O         
in	O                   
support	O              
of	O                   
presidential	O         
candidate	O            
Rene	B+AC0-per             
Preval	I+AC0-per           
.	O                    
As	O                   
election	O             
workers	O              
continued	O            
to	O                   
tally	O                
votes	O                
in	O                   
the	O                  
close	O                
race	O                 
	                      
demonstrators	O        
gathered	O             
outside	O              
the	O                  
election	O             
commission	O           
	                      
with	O                 
some	O                 
demanding	O            
Preval	B+AC0-per           
be	O                   
declared	O             
the	O                  
winner	O               
.	O                    
But	O                  
election	O             
officials	O            
said	O                 
Saturday	B+AC0-tim         
that	O                 
the	O                  
former	O               
president	O            
has	O                  
just	O                 
over	O                 
49	O                   
percent	O              
of	O                   
the	O                  
vote	O                 
	                      
with	O                 
about	O                
three+AC0-quarters	O       
of	O                   
the	O                  
ballots	O              
counted	O              
.	O                    
He	O                   
needs	O                
to	O                   
win	O                  
a	O                    
majority	O             
for	O                  
an	O                   
outright	O             
victory	B+AC0-tim          
.	O                    
Another	O              
former	O               
president	O            
	                      
Leslie	B+AC0-per           
Manigat	I+AC0-per          
	                      
is	O                   
second	O               
with	O                 
12	O                   
percent	O              
.	O                    
International	O        
observers	O            
say	O                  
the	O                  
election	O             
was	O                  
free	O                 
and	O                  
fair	O                 
and	O                  
have	O                 
urged	O                
Haitians	B+AC0-gpe         
to	O                   
respect	O              
the	O                  
outcome	O              
.	O                    
But	O                  
candidate	O            
Charles	B+AC0-per          
Baker	I+AC0-per            
	                      
who	O                  
has	O                  
about	O                
eight	O                
percent	O              
of	O                   
the	O                  
